subscription_id,total_usage_count,avg_usage_duration_secs,total_errors,beta_feature_events,unique_features_used,account_id,plan_tier,churn_flag,mrr_amount,arr_amount,industry,referral_source
S-3632aa,27,2516.3333333333335,1,0,3,A-f25509,Enterprise,0,6368,76416,EdTech,other
S-363c29,67,4000.5,7,0,5,A-e7beab,Enterprise,1,4179,50148,EdTech,organic
S-3647aa,66,1876.142857142857,1,1,7,A-94d3da,Pro,0,0,0,HealthTech,other
S-36480d,50,3387.4,0,1,4,A-52dd88,Pro,0,1470,17640,Cybersecurity,ads
S-3660bb,29,4081.3333333333335,1,2,3,A-474ad4,Enterprise,0,0,0,EdTech,organic
S-3663bb,9,1098.0,1,0,1,A-de24d5,Enterprise,0,0,0,DevTools,other
S-3673f2,89,2908.125,6,0,6,A-cd458b,Enterprise,0,9353,112236,DevTools,other
S-367d84,44,2162.2,2,1,4,A-68f37c,Pro,0,539,6468,HealthTech,ads
S-367dee,29,7529.5,0,0,2,A-e19ff6,Pro,0,49,588,Cybersecurity,partner
S-3684d3,24,2492.0,2,0,2,A-7920cc,Basic,0,741,8892,Cybersecurity,ads
S-36885c,17,2637.0,1,1,2,A-02cd81,Pro,0,0,0,HealthTech,other
S-369495,42,4739.25,3,2,4,A-b3fe05,Pro,1,392,4704,Cybersecurity,partner
S-36ad61,33,2035.0,0,1,3,A-a09355,Pro,0,686,8232,FinTech,organic
S-36aedb,85,4174.5,7,0,7,A-2bc93d,Enterprise,0,2786,33432,HealthTech,event
S-36b46e,43,3056.8,1,1,5,A-202b67,Pro,0,539,6468,HealthTech,organic
S-36c07b,47,2934.2,1,0,4,A-2922b6,Pro,0,735,8820,HealthTech,organic
S-36d5c9,86,3057.375,5,1,8,A-54ecc2,Enterprise,0,2189,26268,Cybersecurity,partner
S-36ee88,72,2188.8571428571427,5,0,6,A-fabe19,Enterprise,0,6169,74028,DevTools,ads
S-36f26c,43,5123.25,4,0,4,A-e36807,Basic,0,1197,14364,EdTech,other
S-36f6ec,34,3981.6666666666665,0,1,3,A-ccb686,Pro,0,1029,12348,DevTools,other
S-36f84f,30,1548.6666666666667,2,2,3,A-e08cd3,Pro,0,3283,39396,FinTech,ads
S-36f8c0,8,160.0,0,0,1,A-19b2c8,Pro,0,1617,19404,DevTools,other
S-370135,49,3980.0,0,0,3,A-e693b6,Pro,0,2695,32340,FinTech,event
S-371662,44,3310.0,2,0,5,A-bad8c1,Pro,0,2646,31752,FinTech,organic
S-373490,39,1638.0,2,1,4,A-756192,Enterprise,0,0,0,FinTech,other
S-373c6e,44,4982.666666666667,2,0,3,A-dfbd31,Pro,0,686,8232,DevTools,partner
S-3741b9,80,3528.875,2,0,8,A-c16b88,Basic,1,0,0,HealthTech,event
S-374511,77,2644.5,9,2,8,A-e89151,Enterprise,0,1990,23880,FinTech,organic
S-374628,48,2755.5,5,0,4,A-35083d,Basic,0,361,4332,HealthTech,partner
S-374be8,53,2628.6,3,0,5,A-b7ef83,Basic,0,437,5244,Cybersecurity,partner
S-374d5f,31,4208.0,1,0,3,A-fabe19,Enterprise,0,995,11940,DevTools,ads
S-375190,17,3184.5,3,1,2,A-d4ac0e,Pro,0,1225,14700,DevTools,ads
S-377ced,60,1990.2857142857142,4,0,7,A-432483,Enterprise,0,11940,143280,Cybersecurity,ads
S-3781d0,32,2551.0,4,0,4,A-5a215a,Enterprise,1,17313,207756,EdTech,other
S-37879d,32,2367.25,3,0,3,A-9779ad,Pro,0,1960,23520,Cybersecurity,event
S-379d32,31,4344.666666666667,1,0,3,A-a8b49c,Enterprise,0,4378,52536,Cybersecurity,partner
S-37a280,35,2706.75,3,2,4,A-40906c,Basic,0,0,0,EdTech,ads
S-37a9e3,82,4242.875,10,1,8,A-c608c8,Enterprise,1,2189,26268,DevTools,ads
S-37b367,81,2556.25,2,1,8,A-a8d89d,Basic,0,247,2964,EdTech,ads
S-37b59a,40,1268.5,0,2,4,A-2d1036,Pro,1,3381,40572,FinTech,ads
S-37b6b2,48,2944.6,0,1,5,A-4c6f11,Pro,0,1176,14112,FinTech,organic
S-37bdb4,47,4692.5,0,0,4,A-6dee43,Enterprise,0,15920,191040,FinTech,other
S-37d13a,24,1455.3333333333333,0,0,3,A-029f69,Enterprise,0,0,0,Cybersecurity,event
S-37d427,48,4864.5,0,0,4,A-eb2fdc,Basic,0,589,7068,DevTools,organic
S-37dc91,20,4772.0,0,0,2,A-a1bbb6,Pro,0,0,0,DevTools,organic
S-37e3ad,19,2858.0,0,0,2,A-b30291,Basic,0,95,1140,HealthTech,event
S-37ed34,30,2565.75,4,0,4,A-d4ac0e,Enterprise,0,3980,47760,DevTools,ads
S-37f480,39,1923.75,6,0,3,A-87aa7b,Pro,0,1323,15876,HealthTech,organic
S-3803ff,44,3785.5,0,1,4,A-b3fe05,Enterprise,0,9950,119400,Cybersecurity,partner
S-380617,75,3342.375,1,1,8,A-b2225d,Basic,0,893,10716,FinTech,ads
S-38131a,19,2112.5,0,0,2,A-aa9511,Enterprise,0,0,0,DevTools,other
S-381420,50,2624.1666666666665,2,0,5,A-42b791,Basic,1,513,6156,FinTech,event
S-381917,55,2863.6666666666665,4,1,6,A-474ad4,Pro,0,833,9996,EdTech,organic
S-381988,44,1750.2,4,0,5,A-eb7c38,Pro,0,0,0,DevTools,organic
S-381c99,32,2648.0,1,0,4,A-e7a1e2,Basic,0,57,684,Cybersecurity,event
S-3829dc,48,3009.8,3,0,5,A-1ac5e0,Enterprise,0,6567,78804,DevTools,event
S-383ac2,48,3565.75,0,0,4,A-09316c,Basic,0,0,0,FinTech,organic
S-383fc5,66,1968.7142857142858,3,1,7,A-474ad4,Enterprise,0,0,0,EdTech,organic
S-384681,30,5017.0,0,1,3,A-e08cd3,Basic,0,1273,15276,FinTech,ads
S-3867d6,12,2616.0,0,0,1,A-e60f9d,Pro,0,0,0,FinTech,other
S-3872fd,53,2143.8333333333335,1,1,6,A-956988,Pro,0,0,0,EdTech,ads
S-388190,64,3194.8,3,0,5,A-d40bf7,Enterprise,0,11741,140892,FinTech,organic
S-388f70,60,2863.8,3,0,5,A-40a557,Pro,0,0,0,Cybersecurity,partner
S-389426,82,3151.1428571428573,2,0,7,A-922109,Pro,0,147,1764,Cybersecurity,ads
S-38a5fb,102,2568.777777777778,1,1,8,A-6843f2,Enterprise,0,4179,50148,HealthTech,ads
S-38ac0c,55,2241.3333333333335,3,0,6,A-794a0b,Enterprise,0,6169,74028,HealthTech,organic
S-38b3b4,81,2221.25,5,1,7,A-533452,Enterprise,0,5174,62088,DevTools,organic
S-38bf32,78,3720.25,5,1,6,A-ed510f,Pro,0,2058,24696,Cybersecurity,partner
S-38c5fd,37,3239.75,3,0,4,A-32fb14,Basic,1,494,5928,DevTools,event
S-38dcab,70,4510.5,0,0,6,A-ad3abd,Basic,1,836,10032,FinTech,event
S-38eb77,39,2088.25,1,0,4,A-417d2f,Enterprise,1,5174,62088,Cybersecurity,partner
S-390955,38,4513.75,7,2,4,A-98a59a,Pro,0,2744,32928,FinTech,partner
S-3909f9,57,2803.4285714285716,7,1,6,A-d4ac0e,Pro,0,882,10584,DevTools,ads
S-392e05,61,2991.6666666666665,5,0,6,A-65a46c,Basic,0,855,10260,HealthTech,event
S-393c51,73,4062.5,2,0,5,A-ba6516,Basic,0,513,6156,FinTech,ads
S-3947da,59,3255.5714285714284,3,1,6,A-37f969,Enterprise,0,5970,71640,HealthTech,partner
S-39539d,54,1971.6666666666667,0,0,6,A-2bc93d,Enterprise,0,2786,33432,HealthTech,event
S-395a98,47,3843.25,1,0,4,A-c7e58b,Basic,0,304,3648,HealthTech,other
S-396546,47,4179.25,2,0,4,A-832ec2,Enterprise,0,3781,45372,FinTech,event
S-3965a4,53,2552.4,1,0,5,A-8b25f2,Basic,1,893,10716,Cybersecurity,ads
S-396a83,85,2526.3333333333335,8,1,9,A-1b7577,Enterprise,0,796,9552,Cybersecurity,other
S-396a84,45,3906.0,4,0,4,A-5b4ebb,Basic,1,399,4788,Cybersecurity,other
S-3981c7,49,4306.0,3,0,4,A-c16b88,Pro,0,0,0,HealthTech,event
S-398291,41,2148.0,0,1,3,A-acb7f7,Enterprise,0,6368,76416,EdTech,ads
S-39a28e,63,2746.3333333333335,0,0,6,A-08e34e,Enterprise,0,0,0,EdTech,event
S-39a5a7,51,1930.8333333333333,1,0,5,A-09316c,Basic,0,1330,15960,FinTech,organic
S-39a8f1,44,2380.8,0,1,5,A-52dd88,Pro,0,1127,13524,Cybersecurity,ads
S-39b5ce,46,3953.6,4,1,5,A-902ef7,Enterprise,0,16517,198204,HealthTech,other
S-39b850,39,2716.0,1,2,3,A-297a2d,Basic,0,0,0,HealthTech,event
S-39bb68,54,1370.8333333333333,2,0,5,A-d40bf7,Basic,0,1121,13452,FinTech,organic
S-39c024,59,3226.0,6,0,5,A-7df7a7,Pro,0,0,0,DevTools,organic
S-39e396,57,2808.6666666666665,1,3,5,A-443b7c,Basic,0,152,1824,Cybersecurity,other
S-39e88c,103,2618.4,5,0,8,A-3b37d9,Pro,0,1127,13524,FinTech,event
S-39f1b0,15,6990.0,0,0,1,A-bf7919,Enterprise,0,0,0,HealthTech,organic
S-39f1ed,69,5160.833333333333,0,0,5,A-6dee43,Pro,0,147,1764,FinTech,other
S-3a1a06,61,2906.6666666666665,7,1,6,A-eb7fac,Enterprise,0,2786,33432,DevTools,organic
S-3a28a1,74,3036.8571428571427,3,1,6,A-b9f5b1,Enterprise,0,2985,35820,Cybersecurity,other
S-3a28cc,45,1976.0,5,1,5,A-80eeb6,Basic,0,627,7524,Cybersecurity,organic
S-3a3be9,58,2049.0,2,0,6,A-1b707d,Basic,1,152,1824,Cybersecurity,organic
S-3a3d0f,72,3479.1666666666665,0,0,6,A-751c58,Basic,0,342,4104,FinTech,organic
S-3a4336,36,2297.25,4,1,3,A-c1dfe1,Enterprise,0,5174,62088,DevTools,ads
S-3a57be,93,4694.875,8,1,7,A-05f0e5,Pro,0,1568,18816,FinTech,partner
S-3a5c75,13,4355.0,0,0,1,A-a8d89d,Basic,0,323,3876,EdTech,ads
S-3a694d,30,2190.5,2,0,4,A-781cc0,Pro,0,980,11760,EdTech,organic
S-3a6a71,52,1858.2857142857142,0,2,7,A-462d45,Basic,0,1159,13908,Cybersecurity,partner
S-3a79ac,47,2084.75,0,1,4,A-f92792,Basic,0,0,0,FinTech,ads
S-3a897f,58,3010.3333333333335,14,0,4,A-53f4e3,Pro,0,4557,54684,Cybersecurity,event
S-3aa11b,48,2524.8,1,1,5,A-7c83a1,Pro,0,588,7056,Cybersecurity,partner
S-3ab534,34,2629.5,2,1,4,A-f446b6,Enterprise,0,3582,42984,DevTools,ads
S-3abf3f,37,1177.0,0,0,5,A-6a7c9d,Basic,0,513,6156,Cybersecurity,organic
S-3ad221,79,2614.1428571428573,7,0,6,A-6f50ae,Basic,0,361,4332,FinTech,partner
S-3ad334,42,2980.75,3,0,4,A-158f4e,Enterprise,0,12139,145668,FinTech,other
S-3ad7c4,18,2391.5,0,0,2,A-f17767,Pro,1,539,6468,DevTools,event
S-3ae2dd,35,4807.666666666667,4,0,3,A-f45426,Basic,0,0,0,HealthTech,organic
S-3ae7af,27,2454.25,0,0,4,A-902ef7,Basic,0,0,0,HealthTech,other
S-3ae8d8,43,2027.0,0,2,4,A-396e5f,Enterprise,0,1393,16716,Cybersecurity,other
S-3af429,84,2773.625,6,2,7,A-9077b0,Basic,0,0,0,HealthTech,ads
S-3af70e,98,3163.4444444444443,4,1,7,A-3b37d9,Enterprise,0,4577,54924,FinTech,event
S-3b0fbb,27,6251.5,0,0,2,A-bd4708,Pro,0,0,0,FinTech,ads
S-3b29ea,75,3991.5714285714284,2,2,7,A-c37cab,Basic,0,247,2964,Cybersecurity,event
S-3b3fac,51,4399.25,5,0,4,A-7641d3,Basic,0,190,2280,EdTech,partner
S-3b43b5,11,5874.0,0,0,1,A-7920cc,Pro,0,1911,22932,Cybersecurity,ads
S-3b5031,48,2466.8,3,0,5,A-dcc2f0,Pro,0,1078,12936,FinTech,organic
S-3b5458,54,1992.0,0,1,6,A-98a59a,Enterprise,0,11144,133728,FinTech,partner
S-3b5eb3,87,2384.777777777778,5,2,9,A-6f8ad2,Pro,1,0,0,EdTech,organic
S-3b7f8e,71,3056.285714285714,4,0,7,A-625d0b,Enterprise,0,1791,21492,EdTech,ads
S-3b98b1,31,3103.6666666666665,1,0,3,A-0a282f,Enterprise,0,5771,69252,DevTools,organic
S-3b9ad8,45,2162.6,0,0,4,A-6e08f3,Enterprise,0,5572,66864,Cybersecurity,event
S-3ba19e,121,3283.4,6,0,8,A-075038,Basic,0,0,0,HealthTech,ads
S-3baf90,64,3341.3333333333335,6,1,6,A-5a3eb9,Basic,0,760,9120,DevTools,other
S-3bb28f,40,5809.333333333333,1,1,3,A-37f969,Enterprise,0,5970,71640,HealthTech,partner
S-3bb329,65,4134.666666666667,3,0,6,A-1e1b80,Pro,0,2450,29400,FinTech,other
S-3bb8a2,38,2209.5,3,1,4,A-659280,Enterprise,0,3781,45372,FinTech,event
S-3bc591,73,3348.8571428571427,2,0,6,A-1f7acb,Basic,0,0,0,FinTech,ads
S-3bd427,29,2069.25,0,0,4,A-2e3bad,Basic,1,1159,13908,FinTech,other
S-3bd95c,95,4236.222222222223,4,1,9,A-51ec1b,Enterprise,0,3383,40596,DevTools,ads
S-3bdedd,61,2532.5,3,1,6,A-378b99,Basic,0,1121,13452,EdTech,ads
S-3c0075,65,2515.6666666666665,2,0,6,A-9123ac,Basic,0,209,2508,Cybersecurity,organic
S-3c0121,76,2476.0,0,0,7,A-7c83a1,Pro,0,1176,14112,Cybersecurity,partner
S-3c072b,85,3529.0,8,2,8,A-ced9aa,Basic,0,57,684,DevTools,other
S-3c1038,18,3543.0,2,0,2,A-30b4ca,Pro,0,0,0,EdTech,organic
S-3c3a3e,27,1381.3333333333333,2,0,3,A-0baac2,Enterprise,1,5771,69252,FinTech,organic
S-3c4cae,60,2892.714285714286,3,0,7,A-ccb686,Pro,0,1421,17052,DevTools,other
S-3c52a6,38,4125.5,2,1,4,A-2f6a32,Basic,1,361,4332,HealthTech,organic
S-3c5dab,47,1748.8333333333333,6,1,6,A-7da956,Basic,0,247,2964,Cybersecurity,event
S-3c853b,38,2540.0,1,1,3,A-22d9d2,Basic,0,152,1824,DevTools,event
S-3c87b4,85,2182.0,6,2,6,A-2ebb4b,Pro,0,2009,24108,HealthTech,ads
S-3c8e09,35,3957.25,4,0,3,A-e351e1,Basic,0,627,7524,EdTech,other
S-3c9115,74,3546.8333333333335,4,0,5,A-9badbd,Enterprise,0,5970,71640,Cybersecurity,ads
S-3c9178,47,2129.6,5,1,5,A-17939a,Basic,0,209,2508,HealthTech,organic
S-3c9a70,34,1715.3333333333333,4,0,3,A-ee42db,Basic,0,570,6840,EdTech,ads
S-3ca6d2,64,3192.1428571428573,3,1,7,A-0e966d,Basic,0,665,7980,FinTech,ads
S-3cae3d,68,2594.1428571428573,5,0,7,A-ce550d,Pro,0,1715,20580,HealthTech,event
S-3cae45,38,3380.75,0,0,4,A-c16101,Enterprise,0,1393,16716,EdTech,other
S-3cc163,60,3381.4,3,0,5,A-df10db,Basic,0,0,0,DevTools,other
S-3cc352,12,2856.0,0,1,1,A-d27f50,Pro,0,2156,25872,Cybersecurity,ads
S-3cc641,18,4818.0,1,1,2,A-3be56b,Basic,0,133,1596,HealthTech,event
S-3ce79c,42,3644.5,1,1,4,A-781cc0,Enterprise,0,4378,52536,EdTech,organic
S-3ceff3,77,3137.8888888888887,10,3,8,A-029f69,Enterprise,0,2985,35820,Cybersecurity,event
S-3d0aa6,39,4248.666666666667,5,1,3,A-81edc3,Enterprise,0,0,0,Cybersecurity,ads
S-3d0e5c,104,3635.6666666666665,1,1,9,A-dcc2f0,Enterprise,0,0,0,FinTech,organic
S-3d0e64,45,2032.0,3,0,5,A-cbbe12,Pro,0,0,0,Cybersecurity,partner
S-3d1043,73,3912.1666666666665,3,1,6,A-e4144b,Enterprise,0,8159,97908,EdTech,other
S-3d2ebb,60,3128.1666666666665,3,0,6,A-716841,Basic,0,855,10260,FinTech,other
S-3d46f8,31,1355.75,2,1,4,A-3932db,Basic,0,437,5244,HealthTech,other
S-3d4f7a,27,3761.6666666666665,0,0,3,A-ed510f,Pro,0,2058,24696,Cybersecurity,partner
S-3d58c6,47,1727.0,5,0,5,A-054577,Basic,0,646,7752,EdTech,ads
S-3d5e0c,32,2383.0,2,0,3,A-b07b56,Basic,0,0,0,DevTools,event
S-3d6100,36,4652.0,0,2,3,A-854864,Pro,0,980,11760,FinTech,event
S-3d6648,32,2464.6666666666665,0,0,3,A-e2cd1b,Enterprise,0,0,0,DevTools,other
S-3d6b69,87,2741.5,4,1,8,A-2446e3,Enterprise,0,5373,64476,EdTech,organic
S-3d7bed,82,3042.0,5,1,7,A-2e4581,Basic,0,836,10032,EdTech,partner
S-3d8c2f,25,1534.6666666666667,1,0,3,A-51ec1b,Pro,1,1127,13524,DevTools,ads
S-3da8ee,69,3157.0,3,0,7,A-271f46,Enterprise,0,9154,109848,DevTools,event
S-3dc066,46,2845.0,4,1,3,A-dcc3f1,Basic,0,399,4788,HealthTech,event
S-3dc46b,61,2645.625,10,0,7,A-5790f4,Pro,0,588,7056,FinTech,event
S-3df0c3,94,3436.2,2,1,8,A-922109,Basic,0,1368,16416,Cybersecurity,ads
S-3df6ee,108,3099.777777777778,3,0,8,A-afa505,Enterprise,0,13930,167160,DevTools,partner
S-3e0991,26,860.0,0,0,2,A-9174e0,Enterprise,1,7363,88356,Cybersecurity,partner
S-3e0c24,21,1401.0,0,0,2,A-271f46,Basic,0,722,8664,DevTools,event
S-3e0c7b,43,2640.0,2,2,4,A-cc1d8d,Basic,0,1596,19152,FinTech,other
S-3e24ed,70,2194.5714285714284,0,2,7,A-e2cd1b,Basic,0,836,10032,DevTools,other
S-3e3033,31,3255.5,0,1,4,A-e60f9d,Pro,0,0,0,FinTech,other
S-3e453b,45,2552.75,5,0,4,A-883b7d,Pro,0,833,9996,Cybersecurity,other
S-3e510d,34,3079.0,2,0,4,A-50f3f7,Pro,0,1519,18228,HealthTech,partner
S-3e54f5,24,1939.0,0,0,3,A-157070,Basic,0,323,3876,FinTech,ads
S-3e5a20,49,1522.4,6,0,5,A-eafc6e,Basic,0,1444,17328,DevTools,partner
S-3e5d57,46,3844.6,4,1,5,A-503d5a,Basic,0,0,0,FinTech,other
S-3e6a40,38,4145.75,6,1,4,A-94c3cd,Enterprise,0,0,0,FinTech,other
S-3e8283,46,5277.5,3,0,4,A-940b8b,Pro,0,1176,14112,HealthTech,organic
S-3e8909,36,3795.75,4,2,4,A-600734,Pro,0,1911,22932,DevTools,organic
S-3ea19d,73,4960.666666666667,0,0,6,A-4e44e8,Basic,0,0,0,DevTools,ads
S-3ea3af,74,3557.285714285714,1,0,6,A-019782,Pro,0,539,6468,DevTools,event
S-3eb206,65,2804.5,1,0,3,A-b179bf,Enterprise,0,8557,102684,Cybersecurity,ads
S-3eb56d,40,2496.0,5,0,4,A-463db0,Pro,0,735,8820,HealthTech,partner
S-3eb9c8,30,4847.333333333333,1,1,3,A-69fad4,Basic,1,665,7980,FinTech,ads
S-3ec165,61,2335.8333333333335,1,0,5,A-019782,Enterprise,1,3184,38208,DevTools,event
S-3ed1f5,6,1998.0,2,0,1,A-7920cc,Enterprise,0,7761,93132,Cybersecurity,ads
S-3edc14,79,3089.1111111111113,1,1,8,A-d82ef9,Pro,0,0,0,EdTech,other
S-3ee288,76,3249.5714285714284,0,1,7,A-05d3b3,Enterprise,0,3781,45372,DevTools,ads
S-3ee7c3,44,2463.6,1,0,5,A-cdf020,Enterprise,1,4577,54924,DevTools,organic
S-3ef584,18,700.0,1,0,2,A-72799b,Enterprise,0,3980,47760,DevTools,event
S-3f00dc,62,2755.4285714285716,8,0,7,A-6f50ae,Pro,0,931,11172,FinTech,partner
S-3f08d7,60,4113.2,6,0,4,A-d792a6,Enterprise,0,796,9552,DevTools,organic
S-3f0fb6,13,1403.0,0,0,2,A-016043,Pro,0,1323,15876,EdTech,organic
S-3f18be,10,725.0,3,0,3,A-e2cd1b,Enterprise,0,3184,38208,DevTools,other
S-3f1bb5,24,1920.6666666666667,7,0,3,A-7e0a10,Basic,0,874,10488,FinTech,ads
S-3f2b4c,68,5808.2,2,0,4,A-855a48,Pro,0,1519,18228,EdTech,partner
S-3f48a5,51,3315.4,2,2,5,A-0cc442,Basic,0,855,10260,EdTech,organic
S-3f82bc,45,1678.0,5,0,4,A-d5a319,Basic,0,0,0,FinTech,other
S-3f82f4,44,4607.75,5,1,4,A-054577,Basic,0,1710,20520,EdTech,ads
S-3fa87d,68,3803.714285714286,1,2,7,A-81edc3,Enterprise,0,995,11940,Cybersecurity,ads
S-3fb251,11,685.0,1,0,2,A-87aa7b,Enterprise,0,0,0,HealthTech,organic
S-3fb291,18,1190.0,6,1,3,A-f51f16,Enterprise,0,7761,93132,HealthTech,partner
S-3fb8f4,46,3425.8,0,0,5,A-118f1c,Enterprise,0,6368,76416,Cybersecurity,other
S-3fbf9e,62,3248.3333333333335,3,0,6,A-00bed1,Pro,0,1372,16464,Cybersecurity,ads
S-3fe1c3,66,3266.8333333333335,2,1,6,A-0158bb,Enterprise,0,0,0,FinTech,partner
S-3ff7bb,43,3464.0,3,0,5,A-10b8f2,Basic,0,0,0,HealthTech,organic
S-3ffd93,40,3496.0,1,0,4,A-cc1d8d,Basic,0,741,8892,FinTech,other
S-400e62,92,3120.875,4,2,6,A-0f3e88,Basic,0,266,3192,HealthTech,other
S-4012d6,8,768.0,0,0,2,A-f92792,Pro,0,735,8820,FinTech,ads
S-401496,61,3906.6666666666665,1,0,5,A-68f37c,Enterprise,1,796,9552,HealthTech,ads
S-4040a9,73,3010.5,5,0,6,A-6f50ae,Pro,0,931,11172,FinTech,partner
S-404132,43,1317.0,3,0,4,A-39ddf4,Pro,1,1960,23520,EdTech,partner
S-4047a8,38,1867.2,3,0,4,A-e19ff6,Basic,0,19,228,Cybersecurity,partner
S-404ecd,47,1363.0,1,2,5,A-592832,Enterprise,1,3582,42984,Cybersecurity,organic
S-4056f6,33,3418.6666666666665,0,1,3,A-86cdb4,Pro,0,98,1176,DevTools,partner
S-408c2f,26,3700.0,5,0,3,A-993085,Basic,0,589,7068,HealthTech,ads
S-409291,74,3563.1428571428573,4,1,7,A-3932db,Pro,0,1764,21168,HealthTech,other
S-409beb,53,2066.0,5,2,7,A-7988d1,Basic,0,0,0,Cybersecurity,other
S-40adae,60,1685.0,1,1,6,A-8145a0,Basic,0,190,2280,Cybersecurity,partner
S-40b133,16,3720.0,0,0,2,A-432483,Basic,0,0,0,Cybersecurity,ads
S-40cbc0,63,3374.285714285714,7,0,6,A-474ad4,Basic,0,152,1824,EdTech,organic
S-40d3aa,22,2257.6666666666665,1,1,3,A-9badbd,Basic,0,1957,23484,Cybersecurity,ads
S-40d87e,122,3686.4545454545455,4,1,11,A-f03140,Pro,0,1372,16464,DevTools,event
S-40dcf4,50,2791.8,3,0,5,A-249769,Enterprise,0,11144,133728,Cybersecurity,event
S-40e528,40,2628.6,1,1,5,A-a0ca4e,Enterprise,0,0,0,Cybersecurity,ads
S-41023c,57,2584.2,3,0,4,A-49b828,Enterprise,0,6169,74028,FinTech,ads
S-410fd5,64,3065.6666666666665,6,1,5,A-a1b80b,Basic,0,361,4332,HealthTech,organic
S-41128b,62,3791.6,2,0,5,A-45ce7a,Enterprise,0,3184,38208,FinTech,ads
S-412125,50,3760.3333333333335,2,2,6,A-1b9609,Basic,0,304,3648,EdTech,ads
S-413a1d,39,3164.25,1,0,4,A-7df7a7,Enterprise,0,1393,16716,DevTools,organic
S-415065,29,2147.6666666666665,0,0,3,A-9174e0,Enterprise,0,7363,88356,Cybersecurity,partner
S-41871d,78,2792.0,6,0,8,A-029f69,Enterprise,0,597,7164,Cybersecurity,event
S-418b7c,87,4241.625,1,0,7,A-35083d,Pro,0,931,11172,HealthTech,partner
S-4193dd,24,2137.5,3,0,2,A-4e631b,Basic,0,418,5016,FinTech,other
S-41a4cb,67,3944.8333333333335,0,1,5,A-970c97,Pro,0,686,8232,HealthTech,other
S-41acf0,39,4060.25,0,0,4,A-378b99,Enterprise,0,3184,38208,EdTech,ads
S-41b844,18,3042.0,0,1,2,A-94d3da,Pro,0,2009,24108,HealthTech,other
S-41bb1b,13,2599.0,0,0,2,A-993085,Basic,0,589,7068,HealthTech,ads
S-41ca59,38,2794.6666666666665,1,1,3,A-692f18,Enterprise,0,7363,88356,EdTech,other
S-41cdf0,21,4642.5,2,0,2,A-68f37c,Pro,1,0,0,HealthTech,ads
S-41cf50,31,2724.75,0,1,4,A-fa2041,Enterprise,0,2985,35820,HealthTech,organic
S-41d4ca,32,2672.3333333333335,1,1,3,A-90a8c8,Pro,0,0,0,FinTech,organic
S-41d741,69,2582.0,5,0,8,A-65aeb5,Basic,0,532,6384,DevTools,partner
S-41ea32,63,1526.857142857143,5,0,7,A-054577,Basic,1,456,5472,EdTech,ads
S-41f762,6,2520.0,0,0,1,A-faa28c,Basic,0,0,0,HealthTech,organic
S-4206eb,96,3581.3333333333335,3,2,7,A-7df7a7,Enterprise,0,2587,31044,DevTools,organic
S-42218c,52,4378.4,0,1,5,A-e2cd1b,Pro,0,2205,26460,DevTools,other
S-4236fa,22,1158.0,0,0,2,A-4437e4,Basic,0,323,3876,Cybersecurity,event
S-425607,60,3095.1666666666665,4,1,6,A-ffdfd5,Basic,0,399,4788,EdTech,organic
S-4260ed,19,3993.0,0,0,2,A-4f18f0,Basic,0,456,5472,DevTools,other
S-42671b,59,2248.0,2,0,3,A-118f1c,Enterprise,0,6368,76416,Cybersecurity,other
S-426f2f,14,1633.0,3,0,2,A-8145a0,Enterprise,0,597,7164,Cybersecurity,partner
S-427275,95,4586.25,4,4,7,A-4c38bc,Enterprise,0,7164,85968,HealthTech,event
S-42822d,48,3537.8,3,2,5,A-443f6f,Pro,0,1225,14700,Cybersecurity,organic
S-428e9a,37,3982.25,4,1,4,A-8ae3fc,Enterprise,0,0,0,DevTools,ads
S-4291f7,55,2570.3333333333335,4,1,6,A-afa505,Enterprise,0,13930,167160,DevTools,partner
S-429220,32,3231.75,2,0,4,A-18793f,Pro,0,7252,87024,EdTech,organic
S-42aaf0,40,2005.25,2,0,4,A-6da850,Basic,1,114,1368,FinTech,organic
S-42af3d,111,3367.2,2,0,9,A-40de06,Enterprise,0,5572,66864,Cybersecurity,event
S-42bbe0,36,4273.333333333333,2,0,3,A-2e3bad,Basic,0,0,0,FinTech,other
S-42d724,59,1996.7142857142858,4,0,6,A-7a0d69,Pro,0,0,0,DevTools,ads
S-42daaa,64,2459.8333333333335,1,0,4,A-08e34e,Basic,0,1463,17556,EdTech,event
S-42f3be,60,3518.0,8,1,6,A-05f0e5,Enterprise,0,6368,76416,FinTech,partner
S-42fb01,25,1817.6666666666667,3,0,3,A-bece89,Pro,0,1372,16464,Cybersecurity,event
S-4305f1,43,3267.0,4,2,5,A-afa505,Pro,0,3430,41160,DevTools,partner
S-430691,87,3742.125,7,1,8,A-4814a3,Pro,0,4263,51156,Cybersecurity,event
S-4311fb,79,3236.875,7,1,7,A-2b9d3e,Pro,0,686,8232,EdTech,partner
S-431c03,40,4064.25,1,0,4,A-e4bf56,Enterprise,1,7363,88356,HealthTech,ads
S-432401,61,2518.5714285714284,6,1,7,A-c7ffc2,Pro,0,6468,77616,Cybersecurity,partner
S-434140,77,3293.5714285714284,5,0,7,A-075038,Pro,0,833,9996,HealthTech,ads
S-43aa0e,37,3507.75,5,1,3,A-4d1e75,Basic,0,0,0,DevTools,other
S-43af5a,29,2421.75,1,1,3,A-f3ff05,Pro,0,196,2352,FinTech,other
